Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	To keep	Deprecated
WF4_Quantitation_Workflow	https://usegalaxy.eu	a49275eb8b2b2ecb	https://usegalaxy.eu/published/workflow?id=a49275eb8b2b2ecb		name:clinicalmp, name:microgalaxy	2023-12-14	2023-12-14	1	1		Cut1, maxquant, Grep1, Grouping1	Imputation, Clustering, Heat map generation, Principal component plotting, Protein quantification, Statistical calculation, Standardisation and normalisation, Visualisation					False	False
WF5_Data_Interpretation_Worklow	https://usegalaxy.eu	755ede37d94dc456	https://usegalaxy.eu/published/workflow?id=755ede37d94dc456		name:microgalaxy, name:clinicalmp	2023-12-14	2023-12-14	1	1		msstatstmt, Grep1, unipept	Prediction and recognition, Visualisation					False	False
MetaG_extended	https://usegalaxy.eu	d57d41e306241396	https://usegalaxy.eu/published/workflow?id=d57d41e306241396		name:microgalaxy	2023-12-14	2023-12-14	1	1		fastqc, coverm_contig, checkm_lineage_wf, quast, coverm_genome, interproscan, tp_grep_tool, hmmer_hmmscan, sort1, cat_bins, trim_galore, fasplit, fraggenescan, kofamscan, tp_awk_tool, tp_cat, maxbin2	Sequence assembly validation, Sequence trimming, Gene prediction, Taxonomic classification, Protein feature detection, Sequence motif recognition, Sequence database search, Multiple sequence alignment, Sequence assembly, Statistical calculation, Format validation, Sequencing quality control, Primer removal, Probabilistic sequence generation, Formatting, Read pre-processing, Gene functional annotation, Conversion, Validation, Sequence analysis, Sequence profile generation, Database search, Sequence composition calculation, Local alignment, Coding region prediction, Sequence generation, Data retrieval, Visualisation					False	False
metaquantome-taxonomy-workflow	https://usegalaxy.eu	695f7defb516d80d	https://usegalaxy.eu/published/workflow?id=695f7defb516d80d		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaquantome_viz, metaquantome_db, metaquantome_expand, metaquantome_sample, metaquantome_filter, metaquantome_stat	Principal component visualisation, Functional clustering, Filtering, Indexing, Heat map generation, Statistical inference, Quantification, Query and retrieval, Differential protein expression analysis, Visualisation					False	False
metaquantome-function-worklow	https://usegalaxy.eu	4c364c6be27981ba	https://usegalaxy.eu/published/workflow?id=4c364c6be27981ba		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		metaquantome_viz, metaquantome_sample, metaquantome_expand, metaquantome_db, metaquantome_filter, metaquantome_stat	Principal component visualisation, Functional clustering, Filtering, Indexing, Heat map generation, Statistical inference, Quantification, Query and retrieval, Differential protein expression analysis, Visualisation					False	False
Metaproteomics_GTN	https://usegalaxy.eu	68967c922de149ae	https://usegalaxy.eu/published/workflow?id=68967c922de149ae		proteomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		query_tabular, unipept, sqlite_to_tabular, peptide_shaker, search_gui	Prediction and recognition, Visualisation					False	False
Ecoli Comparison	https://usegalaxy.eu	0e492839192d26e0	https://usegalaxy.eu/published/workflow?id=0e492839192d26e0		assembly, name:microgalaxy	2023-12-14	2023-12-14	0	0		cat1, join1, tp_sed_tool, tp_sort_header_tool, datamash_ops, addValue, fasta_filter_by_length, tp_grep_tool, random_lines1, Filter1, bedtools_sortbed, Grep1, lastz_wrapper_2, Cut1, tp_cat, collapse_dataset, fasta_compute_length, bedtools_complementbed, bedtools_intersectbed, mergeCols1	Read mapping, Mapping, Sequence alignment					True	False
Training: 16S rRNA Analysis with Nanopore Sequencing Reads	https://usegalaxy.eu	08eb5e55109c4d9c	https://usegalaxy.eu/published/workflow?id=08eb5e55109c4d9c		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, fastp, multiqc, datamash_reverse, kraken2, Remove beginning1, tp_replace_in_line, taxonomy_krona_chart, porechop	Validation, Taxonomic classification, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Sequence contamination filtering					False	False
Main Metatranscriptomics Analysis	https://usegalaxy.eu	7a08ecdf23e0c7a3	https://usegalaxy.eu/published/workflow?id=7a08ecdf23e0c7a3	Bérénice Batut, Pratik Jagtap, Subina Mehta, Ray Sajulga, Emma Leith, Praveen Kumar, Saskia Hiltemann, Paul Zierep	name:microgalaxy	2023-12-14	2023-12-14	0	0					MIT			False	False
Copy Of GTN Training - Antibiotic Resistance Detection	https://usegalaxy.eu	44e53ea319e07daa	https://usegalaxy.eu/published/workflow?id=44e53ea319e07daa		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		minimap2, miniasm, nanoplot, racon, gfa_to_fa, bandage_image, unicycler, staramr_search, PlasFlow	De-novo assembly, Pairwise sequence alignment, Sequence analysis, Box-Whisker plot plotting, Aggregation, Mapping assembly, Sequence assembly visualisation, Scatter plot plotting, Genome assembly, Antimicrobial resistance prediction					False	False
Identification of the micro-organisms in a beer using Nanopore sequencing	https://usegalaxy.eu	0590554db9794d13	https://usegalaxy.eu/published/workflow?id=0590554db9794d13	Bérénice Batut, Teresa Müller, Polina Polunina	metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, fastp, krakentools_kreport2krona, Filter1, kraken2, taxonomy_krona_chart, porechop	Aggregation, Taxonomic classification, Statistical calculation, Sequence composition calculation, Visualisation, Sequencing quality control, Sequence contamination filtering		MIT			False	False
workflow-generate-dataset-for-assembly-tutorial	https://usegalaxy.eu	ce5c16ac23c4fbb1	https://usegalaxy.eu/published/workflow?id=ce5c16ac23c4fbb1		name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, seqtk_subseq, bamtools, ngsutils_bam_filter, bowtie2, megahit, cutadapt, random_lines1, bg_uniq, filter_tabular, tp_cat	Data handling, Primer removal, Read pre-processing, Formatting, Genome assembly, Sequence trimming, Sequence composition calculation, Sequence contamination filtering, Variant calling, Read mapping, Sequence alignment analysis, Statistical calculation, Sequence file editing, Sequencing quality control					False	False
Metagenomics assembly tutorial workflow	https://usegalaxy.eu	62c47e3c9d4f3aa3	https://usegalaxy.eu/published/workflow?id=62c47e3c9d4f3aa3		name:microgalaxy	2023-12-14	2023-12-14	0	0		bandage_info, quast, bowtie2, megahit, metaspades, bandage_image, megahit_contig2fastg, collection_column_join	Sequence assembly validation, Sequence assembly visualisation, Read mapping, Genome assembly, Visualisation					False	False
"WGS Part In ""Analyses Of Metagenomics Data - The Global Picture"""	https://usegalaxy.eu	c2b7ec5aacfc6107	https://usegalaxy.eu/published/workflow?id=c2b7ec5aacfc6107		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		humann2, humann2_regroup_table, metaphlan2krona, metaphlan2, taxonomy_krona_chart, humann2_renorm_table	Visualisation					False	False
Taxonomic Profiling and Visualization of Metagenomic Data	https://usegalaxy.eu	4f0daf8e9dd54127	https://usegalaxy.eu/published/workflow?id=4f0daf8e9dd54127	Bérénice Batut	metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		krakentools_kreport2krona, kraken_biom, interactive_tool_pavian, metaphlan, __UNZIP_COLLECTION__, interactive_tool_phinch, kraken2, taxonomy_krona_chart, est_abundance	Genome annotation, Taxonomic classification, Statistical calculation, Aggregation, Visualisation		MIT			False	False
Amplicon Tutorial	https://usegalaxy.eu	565c989730f68362	https://usegalaxy.eu/published/workflow?id=565c989730f68362		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		mothur_pre_cluster, mothur_classify_seqs, mothur_cluster_split, mothur_make_shared, mothur_merge_files, mothur_filter_seqs, mothur_make_group, mothur_summary_seqs, mothur_unique_seqs, krona-text, mothur_screen_seqs, mothur_classify_otu, mothur_align_seqs, mothur_count_seqs, mothur_make_biom	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation					False	False
Microbial Variant Calling	https://usegalaxy.eu	515ef1601bc24a6c	https://usegalaxy.eu/published/workflow?id=515ef1601bc24a6c		variant-analysis, name:microgalaxy	2023-12-14	2023-12-14	0	0		snippy, jbrowse	Variant calling, Genome visualisation, Phylogenetic tree visualisation, Phylogenetic tree generation					False	False
Calling variants in non-diploid systems	https://usegalaxy.eu	291c36e1b18e9deb	https://usegalaxy.eu/published/workflow?id=291c36e1b18e9deb		variant-analysis, name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, bamleftalign, bamFilter, freebayes, bwa_mem, picard_MergeSamFiles, vcf2tsv, Cut1, vcffilter2, picard_MarkDuplicates	Data handling, Formatting, Sequence composition calculation, Generation, Read mapping, Statistical calculation, Sequence alignment analysis, Variant calling, Sequence alignment, Sequencing quality control, Genome indexing					False	False
Training: 16S rRNA Sequencing With Mothur: Main Tutorial	https://usegalaxy.eu	c67d2e75eeb4fd19	https://usegalaxy.eu/published/workflow?id=c67d2e75eeb4fd19		metagenomics, name:microgalaxy	2023-12-14	2023-12-14	0	0		mothur_remove_groups, mothur_cluster, mothur_venn, mothur_heatmap_sim, mothur_make_shared, mothur_summary_seqs, mothur_get_groups, mothur_chimera_vsearch, mothur_align_seqs, XY_Plot_1, mothur_classify_seqs, mothur_seq_error, mothur_make_contigs, mothur_tree_shared, mothur_rarefaction_single, mothur_unique_seqs, mothur_screen_seqs, mothur_sub_sample, mothur_summary_single, mothur_dist_seqs, mothur_taxonomy_to_krona, mothur_make_biom, mothur_pre_cluster, mothur_dist_shared, mothur_count_groups, newick_display, mothur_cluster_split, mothur_filter_seqs, mothur_classify_otu, mothur_remove_seqs, mothur_count_seqs, mothur_remove_lineage, taxonomy_krona_chart	Sequence read processing, Taxonomic classification, DNA barcoding, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Phylogenetic analysis, Sequence clustering, Sequencing quality control, Visualisation					False	False
Comparative gene analysis	https://usegalaxy.eu	86900be4282d4b1d	https://usegalaxy.eu/published/workflow?id=86900be4282d4b1d	Anton Nekrutenko	vgp, genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		collapse_dataset, bg_diamond_view, cat1, Add_a_column1, gops_intersect_1, join1, rbc_mafft, bg_diamond, tp_split_on_column, Filter1, Cut1, tab2fasta, regexColumn1, rapidnj	Multiple sequence alignment, Phylogenetic tree generation, Sequence alignment analysis					True	False
Unicycler training	https://usegalaxy.eu	8f3ce55d44d9f369	https://usegalaxy.eu/published/workflow?id=8f3ce55d44d9f369		assembly, name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, prokka, quast, multiqc, unicycler	Sequence assembly validation, Genome assembly, Gene prediction, Validation, Sequence composition calculation, Coding region prediction, Aggregation, Genome annotation, Statistical calculation, Sequencing quality control, Visualisation					False	False
Apollo Load Test	https://usegalaxy.eu	3c233cc56d4df8b0	https://usegalaxy.eu/published/workflow?id=3c233cc56d4df8b0		genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		list_organism, jbrowse, iframe, create_account, create_or_update	Genome visualisation					True	False
Genome Annotation with Prokka [Feb 2020]	https://usegalaxy.eu	e1894c36f1ab4ab4	https://usegalaxy.eu/published/workflow?id=e1894c36f1ab4ab4		genome-annotation, name:microgalaxy	2023-12-14	2023-12-14	0	0		jbrowse, prokka	Genome visualisation, Gene prediction, Genome annotation, Coding region prediction					False	False
Flye-AMR workflow EMC/WMDI - v3.5  (imported from URL)	https://usegalaxy.eu	152223c8aed27357	https://usegalaxy.eu/published/workflow?id=152223c8aed27357		wmdi, name:microgalaxy	2023-12-14	2023-12-14	0	0		ncbi_blastn_wrapper, jbrowse, join1, circos_interval_to_tile, regex_replace, tp_text_file_with_recurring_lines, tp_sort_header_tool, trimmomatic, Add_a_column1, tp_head_tool, circos_wiggle_to_scatter, tp_split_on_column, Filter1, staramr_search, tab2fasta, tp_cut_tool, circos, nanoplot, fasta2tab, Grep1, circos_gc_skew, Cut1, tbl2gff3, tp_cat, minimap2, prokka, fasta_compute_length, bg_column_arrange_by_header, regex1, flye, deeptools_bam_coverage, tp_easyjoin_tool, bandage_image, medaka_consensus_pipeline, gff2bed1, PlasFlow	Genome visualisation, Gene prediction, Sequence visualisation, Pairwise sequence alignment, De-novo assembly, Cross-assembly, Base-calling, Box-Whisker plot plotting, Sequence analysis, Coding region prediction, Mapping assembly, Variant calling, Sequence assembly visualisation, Genome annotation, Scatter plot plotting, Sequence assembly, Genome assembly, Antimicrobial resistance prediction					True	False
Mtb phylogeny	https://usegalaxy.eu	875b3ca170ac12a1	https://usegalaxy.eu/published/workflow?id=875b3ca170ac12a1		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		raxml, interactive_tool_rstudio	Phylogenetic tree analysis, Sequence analysis					False	False
From VCFs to SNP distance matrix	https://usegalaxy.eu	6d333ed886aab471	https://usegalaxy.eu/published/workflow?id=6d333ed886aab471		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		snp_dists, bcftools_consensus, tb_variant_filter, tp_cat, snp_sites						True	False
From Fastqs to VCFs and BAMs	https://usegalaxy.eu	3a8fde248a4d0383	https://usegalaxy.eu/published/workflow?id=3a8fde248a4d0383		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		snippy, tb_variant_filter, trimmomatic, __MERGE_COLLECTION__	Variant calling, Phylogenetic tree visualisation, Phylogenetic tree generation					True	False
From BAMs to drug resistance prediction with TB-profiler	https://usegalaxy.eu	d0d6dae0d1eecc21	https://usegalaxy.eu/published/workflow?id=d0d6dae0d1eecc21		evolution, name:microgalaxy	2023-12-14	2023-12-14	0	0		__MERGE_COLLECTION__, tp_grep_tool, addName, tb_profiler_profile, tp_sed_tool, samtools_view, tp_replace_in_line, tp_cat	Antimicrobial resistance prediction					True	False
M. tuberculosis Variant Analysis tutorial	https://usegalaxy.eu	3ff4dbcc7a602e6b	https://usegalaxy.eu/published/workflow?id=3ff4dbcc7a602e6b	Peter van Heusden	variant-analysis, prokaryote, name:microgalaxy	2023-12-14	2023-12-14	0	0		fastqc, trimmomatic, tbvcfreport, jbrowse, snippy, tb_profiler_profile, multiqc, kraken2, tb_variant_filter	Genome visualisation, Phylogenetic tree visualisation, Validation, Taxonomic classification, Sequence composition calculation, Phylogenetic tree generation, Statistical calculation, Variant calling, Sequencing quality control, Antimicrobial resistance prediction		MIT			False	False
Compute Allel Frequency Table from paired reads	https://usegalaxy.eu	21a39ac4c1becb31	https://usegalaxy.eu/published/workflow?id=21a39ac4c1becb31		name:microgalaxy, hpylori	2023-12-13	2023-12-13	2	2		snpSift_filter, bcftools_norm, freebayes, bcftools_view, bowtie2, vcf2tsv, tp_awk_tool	Variant calling, Read mapping, Statistical calculation					True	False
Reference genome choice (indels, coverage, depth) for short reads	https://usegalaxy.eu	61fe08fb3d5e83f8	https://usegalaxy.eu/published/workflow?id=61fe08fb3d5e83f8		name:microgalaxy, hpylori	2023-10-27	2023-12-13	13	13		collapse_dataset, bcftools_norm, freebayes, bowtie2, samtools_coverage, vcf2tsv, samtools_depth, collection_element_identifiers, tp_cat	Variant calling, Read mapping, Statistical calculation					True	False
MGnify amplicon rRNA-prediction + ITS	https://usegalaxy.eu	437704898229dfb6	https://usegalaxy.eu/published/workflow?id=437704898229dfb6		mgnify_amplicon_showcase, name:microgalaxy	2023-12-12	2023-12-13	1	1		biom_convert, query_tabular, bedtools_getfastabed, cmsearch_deoverlap, taxonomy_krona_chart, infernal_cmsearch, bedtools_maskfastabed, tp_awk_tool, mapseq, gops_concat_1	k-mer counting, Formatting, Nucleic acid feature detection, Comparison, Mapping, Alignment, Visualisation					False	False
MGnify amplicon QC	https://usegalaxy.eu	8f415b0c409f56f7	https://usegalaxy.eu/published/workflow?id=8f415b0c409f56f7		mgnify_amplicon_showcase, name:microgalaxy	2023-12-13	2023-12-13	1	1		fastqc, iuc_pear, fastp, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, fastq_dump, __UNZIP_COLLECTION__, prinseq, multiqc, tp_find_and_replace	Data handling, Read pre-processing, Sequence trimming, Validation, Sequence composition calculation, Sequence merging, Sequence contamination filtering, Statistical calculation, Sequencing quality control					False	False
 Cloud-Aerosole MT-MG Functional Profiling	https://usegalaxy.eu	4566262dd0acc8ab	https://usegalaxy.eu/published/workflow?id=4566262dd0acc8ab		metagenomics, metatranscriptomics, name:microgalaxy	2021-11-10	2023-12-07	2	2		multiqc, featurecounts, bowtie2	Read mapping, RNA-Seq quantification, Read summarisation, Validation, Sequencing quality control					False	False
Cloud-Aerosole MT-MG Reference Gene Catalog Building	https://usegalaxy.eu	9b9e1e28f3683f92	https://usegalaxy.eu/published/workflow?id=9b9e1e28f3683f92		metagenomics, metatranscriptomics, name:microgalaxy	2021-11-01	2023-12-07	72	72		fastqc, cd_hit, cat1, quast, bedtools_getfastabed, bowtie2, megahit, metaeuk_easy_predict, bg_diamond, dbbuilder, metagene_annotator, multiqc, eggnog_mapper, bg_diamond_makedb, kofamscan, translate_nucleotides	Sequence assembly validation, Fold recognition, Sequence annotation, Read mapping, Genome annotation, Sequence alignment analysis, Statistical calculation, Sequencing quality control, Gene functional annotation, Homology-based gene prediction, Sequence analysis, Validation, Sequence composition calculation, Information extraction, Genome assembly, Sequence clustering, Mapping, Query and retrieval, Visualisation					False	False
Cloud-Aerosole MT-MG Pre-Processing	https://usegalaxy.eu	bb604ff5e010e7ab	https://usegalaxy.eu/published/workflow?id=bb604ff5e010e7ab		metagenomics, metatranscriptomics, name:microgalaxy	2021-11-01	2023-12-07	51	51		fastqc, trimmomatic, multiqc	Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control					False	False
Cloud Aerosol MT-MG Contamination Filtering	https://usegalaxy.eu	bdc7cfaac0db2eab	https://usegalaxy.eu/published/workflow?id=bdc7cfaac0db2eab		metagenomics, metatranscriptomics, name:microgalaxy	2022-06-29	2023-12-07	28	28		fastq_to_tabular, filter_tabular, bowtie2, recentrifuge, kraken2, seq_filter_by_id	Read mapping, Expression analysis, Cross-assembly, Taxonomic classification					False	False
Cloud-Aerosole MT-MG Taxonomic Profiling	https://usegalaxy.eu	e69b555faa6bb962	https://usegalaxy.eu/published/workflow?id=e69b555faa6bb962		metagenomics, metatranscriptomics, name:microgalaxy	2022-09-03	2023-12-07	18	18		maaslin2, kraken_biom, recentrifuge, interactive_tool_phinch, kraken2	Cross-assembly, Taxonomic classification, Genome annotation, Expression analysis, Statistical calculation, Filtering, Standardisation and normalisation, Visualisation					False	False
MetaP	https://usegalaxy.eu	96d198ed953449fd	https://usegalaxy.eu/published/workflow?id=96d198ed953449fd		name:microgalaxy	2020-01-30	2023-03-16	2	2		maxquant	Imputation, Clustering, Heat map generation, Principal component plotting, Protein quantification, Statistical calculation, Standardisation and normalisation, Visualisation					False	False
MetaG_extended	https://usegalaxy.eu	6158c3b5fc12044e	https://usegalaxy.eu/published/workflow?id=6158c3b5fc12044e		name:microgalaxy	2023-02-10	2023-03-16	22	22		fastqc, coverm_contig, checkm_lineage_wf, quast, coverm_genome, interproscan, tp_grep_tool, hmmer_hmmscan, sort1, cat_bins, trim_galore, fasplit, fraggenescan, kofamscan, tp_awk_tool, tp_cat, maxbin2	Sequence assembly validation, Sequence trimming, Gene prediction, Taxonomic classification, Protein feature detection, Sequence motif recognition, Sequence database search, Multiple sequence alignment, Sequence assembly, Statistical calculation, Format validation, Sequencing quality control, Primer removal, Probabilistic sequence generation, Formatting, Read pre-processing, Gene functional annotation, Conversion, Validation, Sequence analysis, Sequence profile generation, Database search, Sequence composition calculation, Local alignment, Coding region prediction, Sequence generation, Data retrieval, Visualisation					False	False
MetaT	https://usegalaxy.eu	385cc7df70d7916b	https://usegalaxy.eu/published/workflow?id=385cc7df70d7916b		name:microgalaxy	2020-01-27	2023-02-27	16	16		fastqc, collection_column_join, __UNZIP_COLLECTION__, trim_galore, bg_sortmerna, kallisto_quant	Primer removal, Read pre-processing, Gene expression profiling, Sequence trimming, Sequence composition calculation, Sequence similarity search, Sequence alignment analysis, Statistical calculation, Sequence comparison, Sequencing quality control					False	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.fr	f0776f7a890b523a	https://usegalaxy.fr/published/workflow?id=f0776f7a890b523a	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		checkm2, __MERGE_COLLECTION__, __FLATTEN__, regex1, __RELABEL_FROM_FILE__, multiqc, collection_element_identifiers	Sequence assembly validation, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control		MIT			True	False
Quality control of bins generated by MetaBAT2, MaxBin2, SemiBin, and CONCOCT	https://usegalaxy.org	a8aee61c2cbaf6ea	https://usegalaxy.org/published/workflow?id=a8aee61c2cbaf6ea	Bérénice Batut	microbiome, name:microgalaxy	2025-12-08	2025-12-08	1	1		checkm2, __MERGE_COLLECTION__, __FLATTEN__, regex1, __RELABEL_FROM_FILE__, multiqc, collection_element_identifiers	Sequence assembly validation, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control		MIT			True	False
Copy of Taxonomy Profiling and Visualization with Krona shared by user engy.nasr	https://usegalaxy.org	3011f5dbf884c9bc	https://usegalaxy.org/published/workflow?id=3011f5dbf884c9bc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-04-12	2025-05-23	0	0		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Gene-based Pathogen Identification (release v0.1)	https://usegalaxy.org	3f252e077e0bcce5	https://usegalaxy.org/published/workflow?id=3f252e077e0bcce5	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:pathogfair, name:iwc, name:microgalaxy	2024-09-19	2025-04-25	1	1		compose_text_param, __BUILD_LIST__, abricate, flye, fasta2tab, bandage_image, medaka_consensus_pipeline, tp_find_and_replace, split_file_to_collection, tab2fasta, param_value_from_file, collection_element_identifiers	De-novo assembly, Cross-assembly, Base-calling, Mapping assembly, Variant calling, Sequence assembly visualisation, Sequence assembly, Genome assembly, Antimicrobial resistance prediction		MIT			False	False
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation (release v0.1)	https://usegalaxy.org	3ef08553982f6ffc	https://usegalaxy.org/published/workflow?id=3ef08553982f6ffc	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		Count1, tp_replace_in_column, __FILTER_EMPTY_DATASETS__, fasta_merge_files_and_filter_unique_sequences, clustalw, tp_sorted_uniq, tp_split_on_column, ggplot2_heatmap, Remove beginning1, tab2fasta, fasta2tab, Cut1, regexColumn1, collapse_dataset, newick_display, bedtools_getfastabed, regex1, Grouping1, tp_multijoin_tool, fasttree, __FILTER_FAILED_DATASETS__, collection_column_join	Multiple sequence alignment, Phylogenetic tree analysis, Phylogenetic tree reconstruction, Phylogenetic tree generation, Mapping, Visualisation		MIT			False	False
Taxonomy Profiling and Visualization with Kron (release v0.1)	https://usegalaxy.org	4b5f6b5d4f36e38b	https://usegalaxy.org/published/workflow?id=4b5f6b5d4f36e38b	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-09-19	2025-04-25	1	1		kraken2, krakentools_kreport2krona, taxonomy_krona_chart	Visualisation, Aggregation, Taxonomic classification		MIT			False	False
Allele-based Pathogen Identification (release v0.1.2)	https://usegalaxy.org	6d778eeb176d563c	https://usegalaxy.org/published/workflow?id=6d778eeb176d563c	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-10-31	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
Allele-based Pathogen Identification (release v0.1.1)	https://usegalaxy.org	29ba77708cdafe0f	https://usegalaxy.org/published/workflow?id=29ba77708cdafe0f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2024-11-28	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			False	False
MGnify's amplicon pipeline v5.0 (release v0.1)	https://usegalaxy.org	8e863bbef37cc36b	https://usegalaxy.org/published/workflow?id=8e863bbef37cc36b	 EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, metagenomics, amplicon, name:microgalaxy	2025-02-06	2025-04-25	1	1		__MERGE_COLLECTION__, CONVERTER_uncompressed_to_gz, fastq_dl, tp_awk_tool, CONVERTER_gz_to_uncompressed			Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - ITS (release v0.1)	https://usegalaxy.org	45f959d5bf505b15	https://usegalaxy.org/published/workflow?id=45f959d5bf505b15	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		biom_convert, __FILTER_EMPTY_DATASETS__, collection_element_identifiers, tp_awk_tool, taxonomy_krona_chart, bedtools_maskfastabed, mapseq, __FILTER_FROM_FILE__	k-mer counting, Formatting, Mapping, Visualisation		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control PE (release v0.1)	https://usegalaxy.org	a71fcbc60caae8b6	https://usegalaxy.org/published/workflow?id=a71fcbc60caae8b6	EMBL's European Bioinformatics Institute, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, fastp, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, __UNZIP_COLLECTION__, prinseq, multiqc, fastq_filter, tp_find_and_replace, mgnify_seqprep	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Nucleic acid design, Sequencing quality control, Sequence contamination filtering		Apache-2.0			True	False
MGnify's amplicon pipeline v5.0 - Quality control SE (release v0.1)	https://usegalaxy.org	5f878c4cc3bff68c	https://usegalaxy.org/published/workflow?id=5f878c4cc3bff68c	MGnify - EMBL, Rand Zoabi, Paul Zierep	mgnify_amplicon, amplicon, metagenomics, name:microgalaxy	2025-02-06	2025-04-25	1	1		fastqc, cshl_fasta_formatter, trimmomatic, fastq_to_fasta_python, prinseq, multiqc, fastq_filter, tp_find_and_replace	Read pre-processing, Sequence trimming, Validation, Statistical calculation, Sequence composition calculation, Sequencing quality control, Sequence contamination filtering		Apache-2.0			True	False
Allele-based Pathogen Identification (release v0.1.3)	https://usegalaxy.org	3e703abaeb870f6f	https://usegalaxy.org/published/workflow?id=3e703abaeb870f6f	Engy Nasr, Bérénice Batut, Paul Zierep	name:collection, name:microgalaxy, name:pathogfair, name:iwc	2025-03-06	2025-04-25	1	1		minimap2, snpSift_filter, table_compute, collapse_dataset, Count1, bcftools_norm, bcftools_consensus, CONVERTER_gz_to_uncompressed, Remove beginning1, tp_head_tool, samtools_coverage, Paste1, snpSift_extractFields, Cut1, samtools_depth, tp_cut_tool, regexColumn1, clair3	Variant calling, Pairwise sequence alignment		MIT			True	False
